qid	theme	question	score	confidence	source	justification	fetch_paragraphs	best_score	evidence_1	evidence_2	evidence_3
60	Immigration / assimilation	La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas s'intégrer culturellement à la société française.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Désaccord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q60 (« La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas… »), elle contredit presque entièrement le choix proposé : -3.	39	0.0889	À l’encontre des politiques xénophobes menées par le gouvernement Macron, main dans la main avec l’extrême droite de Marine Le Pen et de Jordan Bardella, l’accueil et le respect des droits humains sont des principes fondamentaux de la République française. La France est le premier pays au monde à intégrer le droit d’asile dans sa Constitution, dès 1793.	Refuser le financement et la construction de murs et de clôtures inutiles et dangereux aux frontières de l’Union européenne	Refuser l’externalisation des frontières européennes dans des pays tiers, en particulier dans les régimes autoritaires qui violent les droits humains
61	Immigration / assimilation	Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que les lois françaises sont respectées.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Accord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q61 (« Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que… »), cette orientation reprend presque entièrement le choix proposé : +3.	39	0.0760	Organiser une Commission d’enquête sur ces pratiques et sur l’ensemble des violations des droits fondamentaux lors des procédures aux frontières de l’Union européenne	Prendre en compte les relations familiales, culturelles, linguistiques et professionnelles dans le cadre du mécanisme de répartition des demandes d’asile afin d’améliorer les perspectives d’intégration	Nous devons accueillir dignement celles et ceux qui cherchent refuge sur notre sol. À l’encontre des politiques xénophobes menées par le gouvernement Macron, main dans la main avec l’extrême droite de Marine Le Pen et de Jordan Bardella, l’accueil et le respect des droits humains sont des principes fondamentaux de la République française. La France est le premier pays au monde à intégrer le droit d’asile dans sa Constitution, dès 1793. En Europe, les arrivées de populations ne sont pas massives : en 2020, les réfugiés représentent 0,6% de la population totale. Par contre, les pays les plus riches qui la composent ont souvent la responsabilité des migrations forcées de par leur implication dans la multiplication des conflits armés, la destruction des économies locales par la mondialisation et le réchauffement climatique. Au cours des années 2010 les événements climatiques ont provoqué 2 fois plus de déplacements forcés que les conflits, selon le Haut-commissariat pour les réfugiés de l’ONU. Il y aura jusqu’à 1 milliard de migrants climatiques dans les 30 ans, selon l’Organisation internationale pour les migrations. Avec son agence meurtrière Frontex, l’Union européenne a fait de la Méditerranée et de la Manche des cimetières à ciel ouvert. Plutôt que la politique du chiffre et la chasse aux migrants, qui ne font que créer du désordre et de la souffrance, nous porterons une politique migratoire humaine fondée sur un accueil respectueux, la répression des réseaux de passeurs et la lutte contre les causes des migrations forcées.
63	Libertés / sécurité	Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même sans preuve suffisante pour engager des poursuites pénales.	-1	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Réserve modérée : LFI privilégie une police de proximité, la prévention, l’indépendance de la justice et le respect des libertés publiques, tout en demandant davantage de moyens humains pour la justice et certains services de sécurité. Pour LFI, sur Q63 (« Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	44	0.1177	7Nouveau Front Populaire Contrat de législature Agir pour un cessez-le-feu immédiat à Gaza et pour une paix juste et durable • Rompre avec le soutien coupable du gouvernement français au gouvernement suprémaciste d’extrême droite de Netanyahu pour imposer un cessez-le-feu immédiat à Gaza et faire respecter l’ordonnance de la Cour Internationale de Justice (CIJ) qui évoque, sans ambiguïtés, un risque de génocide • Agir pour la libération des otages détenus depuis les massacres terroristes du Hamas, dont nous rejetons le projet théocratique, et pour la libération des prisonniers politiques palestiniens • Soutenir la Cour Pénale Internationale (CPI) dans ses poursuites contre les dirigeants du Hamas et le gouvernement de Netanyahu • Reconnaitre immédiatement l’État de Palestine aux côtés de l’État d’Israël sur la base des résolutions de l’ONU • Décréter un embargo sur les livraisons d’armes à Israël • Infliger des sanctions contre le gouvernement d’extrême droite de Netanyahu tant que celui-ci ne respecte pas le droit international à Gaza et en Cisjordanie • Demander la suspension de l’accord d‘association Union européenne - Israël, conditionné au respect des droits humains • Permettre l’organisation d’élections libres sous contrôle international pour permettre aux Palestiniens de décider de leur destin • Faire respecter la souveraineté du Liban et la protection des 700 Français engagés sous casque bleu pour le droit international L’urgence de la paix	Nous proposerons un plan interministériel pour analyser, prévenir et lutter contre l’islamophobie en France, et contre ses effets sur ceux qui la subissent.	Nous proposerons un plan interministériel pour analyser, prévenir et lutter contre l’antisémitisme en France, notamment à l’école et contre ses effets sur la vie des populations qui le subissent.
64	Libertés / expression	Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être protégée par la liberté d'expression.	2	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-6-etendre-les-droits-et-libertes-face-aux-reactionnaires/	Accord net : LFI place l’extension des droits et libertés, l’égalité et la lutte contre les discriminations au cœur de son programme, avec une conception large des libertés civiles. Pour LFI, sur Q64 (« Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	64	0.0866	Permettre la liberté de circulation et donner des droits identiques à toute personne en situation de handicap quelle que soit sa nationalité et quel que soit l’État membre dans lequel elle se trouve, en renforçant la proposition de Carte européenne des personnes en situation de handicap et en l’étendant aux déplacements de longue durée	Interdire toute prise de contrôle de plus de 20 % du capital par une même personne physique ou morale dans les médias et industries culturelles les plus significatives (audiovisuel, musique, livre, jeu vidéo) comme le groupe Bolloré, et encourager la constitution d’acteurs européens alternatifs misant sur la diversité culturelle et la liberté de création pour résister face aux plateformes américaines	Créer un observatoire européen de la liberté d’information dans l’Union européenne doté d’un mécanisme d’alerte, afin de surveiller les entraves au travail des journalistes (procédures-baillons, logiciels espions, violences lors de manifestations,…), les manques de transparence en matière de propriété des médias, les manquements en matière de pluralisme et de liberté éditoriale
68	Écologie	La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-4-faire-la-planification-ecologique-europeenne/	Accord très fort : LFI défend une planification écologique contraignante, la sortie des énergies fossiles, des interdictions ciblées et une réduction matérielle de certains usages plutôt qu’une transition principalement laissée au marché. Pour LFI, sur Q68 (« La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules. »), cette orientation reprend presque entièrement le choix proposé : +3.	133	0.1117	Établir un plan de relocalisation de la production de petites voitures type citadine dans l’Union européenne	Proposer une révision de la législation sur le bien-être animal comme s’y était engagée la Commission européenne : lutte contre le trafic d’espèces sauvages ; instaurer des restrictions sur le commerce légal d’animaux de compagnie exotiques ; harmoniser au niveau européen les systèmes d’enregistrement et de traçabilité des animaux de compagnie ; interdire la vente des animaux sur internet	Limiter la taille, le poids et les dimensions des SUV autorisés à la vente dans la réglementation européenne
69	Écologie	Il faut privilégier le nucléaire même si cela conduit à réduire certains investissements dans les renouvelables.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-4-faire-la-planification-ecologique-europeenne/	Désaccord très fort : LFI défend une planification écologique contraignante, la sortie des énergies fossiles, des interdictions ciblées et une réduction matérielle de certains usages plutôt qu’une transition principalement laissée au marché. Pour LFI, sur Q69 (« Il faut privilégier le nucléaire même si cela conduit à réduire certains investissements dans les renouvelables. »), elle contredit presque entièrement le choix proposé : -3.	133	0.1522	Nous devons changer les modes de production, de consommation et d’échange. Tout cela doit être planifié. La planification est d’abord une méthode. C’est pour cela que nous proposons d’inscrire les principes de la règle verte (ne pas prélever sur la nature plus de ressources renouvelables que ce qu’elle peut reconstituer, ni de produire plus de pollutions et de déchets que ce qu’elle peut supporter) et de la règle bleue (application de la règle verte à l’eau pour son usage et pour la protection de sa qualité) comme fondements des politiques environnementales européennes afin que la consommation finale de l’Union européenne n’excède pas les capacités biologiques des écosystèmes. Nous proposons un nouvel horizon au peuple humain : l’harmonie des êtres humains entre eux et avec la nature.	Permettre aux États de privilégier un approvisionnement local et de protéger leurs productions sur des critères écologiques et sociaux	Réduire le gaspillage alimentaire et viser un système 100 % biologique au plus tard en 2050
71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	2	1	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-4-faire-la-planification-ecologique-europeenne/	Accord net : LFI défend une planification écologique contraignante, la sortie des énergies fossiles, des interdictions ciblées et une réduction matérielle de certains usages plutôt qu’une transition principalement laissée au marché. Pour LFI, sur Q71 (« Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	133	0.1158	Neuf ans après les accords de Paris, l’Union européenne met encore en place des dispositifs contre-productifs comme le marché carbone. Alors que 80% des émissions de gaz à effet de serre proviennent aujourd’hui des énergies fossiles, il y a urgence à en sortir de manière juste et concertée. Ce n’est pas aux plus pauvres, qui subissent déjà les premiers les effets du dérèglement climatique, de payer mais aux pollueurs et aux plus riches. Cela passe par la taxation des super-pollueurs et de leurs super-profits : les entreprises du pétrole, du gaz, et du charbon qui s’enrichissent au mépris de leur impact environnemental.	Encadrer la publicité alimentaire et l’interdire sur tous les supports quand elle est à destination des enfants et adolescents	Appliquer une clause de sauvegarde sanitaire quand une production agricole importée contient des produits interdits en France pour des raisons de santé publique
72	Institutions	Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées d'experts plutôt qu'aux responsables politiques élus.	-2	2	https://programme.lafranceinsoumise.fr/livrets/6e-republique/	Désaccord net : LFI défend une VIe République, davantage de contrôle parlementaire et citoyen, le référendum d’initiative citoyenne et une réduction du caractère présidentiel des institutions. Pour LFI, sur Q72 (« Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	0	0			
73	Institutions	Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de la population.	0	1	https://programme.lafranceinsoumise.fr/livrets/6e-republique/	Position intermédiaire : LFI défend une VIe République, davantage de contrôle parlementaire et citoyen, le référendum d’initiative citoyenne et une réduction du caractère présidentiel des institutions. Pour LFI, sur Q73 (« Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de… »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	0	0			
74	Institutions	Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques.	2	2	https://programme.lafranceinsoumise.fr/livrets/6e-republique/	Accord net : LFI défend une VIe République, davantage de contrôle parlementaire et citoyen, le référendum d’initiative citoyenne et une réduction du caractère présidentiel des institutions. Pour LFI, sur Q74 (« Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	0	0			
75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	https://programme.lafranceinsoumise.fr/livrets/6e-republique/	Désaccord net : LFI défend une VIe République, davantage de contrôle parlementaire et citoyen, le référendum d’initiative citoyenne et une réduction du caractère présidentiel des institutions. Pour LFI, sur Q75 (« Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	0	0			
77	Institutions	La proportionnelle intégrale serait préférable au système actuel, même si elle rendait plus fréquentes les coalitions et les gouvernements instables.	3	2	https://programme.lafranceinsoumise.fr/livrets/6e-republique/	Accord très fort : LFI défend une VIe République, davantage de contrôle parlementaire et citoyen, le référendum d’initiative citoyenne et une réduction du caractère présidentiel des institutions. Pour LFI, sur Q77 (« La proportionnelle intégrale serait préférable au système actuel, même si elle rendait plus fréquentes les coalitions et les gouvernements instables. »), cette orientation reprend presque entièrement le choix proposé : +3.	0	0			
78	Immigration / assimilation	Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les règles et usages du pays et participer à la vie collective.	0	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Position intermédiaire : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q78 (« Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les… »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	39	0.0596	À l’encontre des politiques xénophobes menées par le gouvernement Macron, main dans la main avec l’extrême droite de Marine Le Pen et de Jordan Bardella, l’accueil et le respect des droits humains sont des principes fondamentaux de la République française. La France est le premier pays au monde à intégrer le droit d’asile dans sa Constitution, dès 1793.	Ouvrir des voies de migrations légales sécurisées et administrées par les autorités européennes compétentes pour permettre, chaque fois que cela est possible, que des êtres humains accèdent à l’asile sans être forcés de prendre la route et de traverser la mer au péril de leur vie	Garantir l’application stricte de l’ensemble des dispositifs de droit international liés à l’asile et abroger le pacte asile-immigration qui prévoit une augmentation de la rétention aux frontières, l’affaiblissement du droit d’asile et une accélération de l’externalisation de la politique migratoire
79	Immigration / délinquance	Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes concernées.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Accord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q79 (« Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes… »), cette orientation reprend presque entièrement le choix proposé : +3.	39	0.0902	Construire un programme pour l’aide au retour des réfugiés qui le souhaitent lorsque la situation dans leur pays d’origine le permet	Interdire le placement des mineurs, des familles et des personnes vulnérables en centres de rétention	Permettre aux personnes qui fuient les violences et les persécutions du fait de leur genre ou de leur orientation sexuelle de bénéficier du droit d’asile
81	Santé / accès aux soins	Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les zones déjà bien dotées afin d'encourager leur installation dans les déserts médicaux.	3	3	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord très fort : LFI défend l’extension des services publics et de la protection sociale, un accès plus égalitaire à la santé, à l’école et au logement, ainsi qu’un encadrement accru des acteurs privés dans les secteurs essentiels. Pour LFI, sur Q81 (« Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les… »), cette orientation reprend presque entièrement le choix proposé : +3.	44	0.0594	Nous combattons le projet raciste et de casse sociale de l’extrême droite et voulons l’empêcher d’arriver au pouvoir.	3 Nouveau Front Populaire Contrat de législature Partie 1 15 premiers jours LA RUPTURE Une seule priorité pour le gouvernement du Nouveau Front Populaire dès son installation : répondre aux urgences qui abîment la vie et la confiance du peuple français.	Exiger le remboursement des aides en cas de non-respect des contreparties • Faire des salariés de véritables acteurs de la vie économique, en leur réservant au moins un tiers des sièges dans les Conseils d’Administration et en élargissant leur droit d’intervention dans l’entreprise • Réglementer la banque et la finance pour éviter de nouvelles crises et financer l’économie réelle : • Augmenter les réserves des banques pour faire face aux risques climatiques • Zero financement des banques pour les énergies fossiles en commençant par les nouveaux projets
82	Santé / assurance maladie	L'Assurance maladie devrait rembourser intégralement les soins essentiels, quitte à réduire fortement le rôle des complémentaires santé.	3	3	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord très fort : LFI défend l’extension des services publics et de la protection sociale, un accès plus égalitaire à la santé, à l’école et au logement, ainsi qu’un encadrement accru des acteurs privés dans les secteurs essentiels. Pour LFI, sur Q82 (« L'Assurance maladie devrait rembourser intégralement les soins essentiels, quitte à réduire fortement le rôle des complémentaires santé. »), cette orientation reprend presque entièrement le choix proposé : +3.	44	0.0655	Deux grandes lois permettront d’entamer la reconstruction des deux services publics les plus cruciaux : santé et éducation.	Nous nous engageons à : • Donner à la justice les moyens de poursuivre et de sanctionner les auteurs de propos ou actes racistes, islamophobes et antisémites • Instaurer un Commissariat à l’égalité doté d’un Observatoire des discriminations et de pôles spécialisés au sein des services publics et des cours d’appel • Adopter et mettre en œuvre un plan de lutte contre les discriminations, notamment à l’embauche, à la santé et au logement, et le renforcement des sanctions L’antisémitisme a une histoire tragique dans notre pays qui ne doit pas se répéter.	
83	Santé / hôpital	Il faut accepter de fermer ou regrouper certaines petites maternités et certains services d'urgence afin de concentrer les équipes et les équipements dans des établissements plus importants.	-3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord très fort : LFI défend l’extension des services publics et de la protection sociale, un accès plus égalitaire à la santé, à l’école et au logement, ainsi qu’un encadrement accru des acteurs privés dans les secteurs essentiels. Pour LFI, sur Q83 (« Il faut accepter de fermer ou regrouper certaines petites maternités et certains services d'urgence afin de concentrer les équipes et les équipements… »), elle contredit presque entièrement le choix proposé : -3.	44	0.1025	Nous adopterons immédiatement 20 actes de rupture pour répondre à l’urgence sociale, au défi climatique, à la réparation des services publics, à un chemin d’apaisement en France et dans le monde.	5 Nouveau Front Populaire Contrat de législature Partie 1 15 premiers jours LA RUPTURE Réparer les services publics • Organiser une conférence de sauvetage de l’hôpital public afin d’éviter la saturation pendant l’été, proposer la revalorisation du travail de nuit et du week-end pour ses personnels • Redonner à l’école publique son objectif d’émancipation en abrogeant le « choc des savoirs » de Macron, et préserver la liberté pédagogique • Faire les premier pas pour la gratuité intégrale à l’école : cantine scolaire, fournitures, transports, activités périscolaires • Augmenter le montant du Pass’Sport à 150 euros et étendre son utilisation au sport scolaire en vue de la rentrée Apaiser • Relancer la création d’emplois aidés pour les associations, notamment sportives et d’éducation populaire • Déployer de premières équipes de police de proximité, interdire les LBD et les grenades mutilantes, et démanteler les BRAV-M Retrouver la paix en Kanaky-Nouvelle Calédonie • Abandonner le processus de réforme constitutionnelle visant au dégel immédiat du corps électoral.	Elle découle notamment de l’omniprésence des discours islamophobes dans certains médias, de presse écrite ou audiovisuelle.
84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	-3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord très fort : LFI défend l’extension des services publics et de la protection sociale, un accès plus égalitaire à la santé, à l’école et au logement, ainsi qu’un encadrement accru des acteurs privés dans les secteurs essentiels. Pour LFI, sur Q84 (« Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation. »), elle contredit presque entièrement le choix proposé : -3.	44	0.1055	Son cap c’est l’harmonie des êtres humains entre eux et avec la nature.	Nous combattons le projet raciste et de casse sociale de l’extrême droite et voulons l’empêcher d’arriver au pouvoir.	5 Nouveau Front Populaire Contrat de législature Partie 1 15 premiers jours LA RUPTURE Réparer les services publics • Organiser une conférence de sauvetage de l’hôpital public afin d’éviter la saturation pendant l’été, proposer la revalorisation du travail de nuit et du week-end pour ses personnels • Redonner à l’école publique son objectif d’émancipation en abrogeant le « choc des savoirs » de Macron, et préserver la liberté pédagogique • Faire les premier pas pour la gratuité intégrale à l’école : cantine scolaire, fournitures, transports, activités périscolaires • Augmenter le montant du Pass’Sport à 150 euros et étendre son utilisation au sport scolaire en vue de la rentrée Apaiser • Relancer la création d’emplois aidés pour les associations, notamment sportives et d’éducation populaire • Déployer de premières équipes de police de proximité, interdire les LBD et les grenades mutilantes, et démanteler les BRAV-M Retrouver la paix en Kanaky-Nouvelle Calédonie • Abandonner le processus de réforme constitutionnelle visant au dégel immédiat du corps électoral.
85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord très fort : LFI défend l’extension des services publics et de la protection sociale, un accès plus égalitaire à la santé, à l’école et au logement, ainsi qu’un encadrement accru des acteurs privés dans les secteurs essentiels. Pour LFI, sur Q85 (« Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale. »), cette orientation reprend presque entièrement le choix proposé : +3.	44	0.1254	7Nouveau Front Populaire Contrat de législature Agir pour un cessez-le-feu immédiat à Gaza et pour une paix juste et durable • Rompre avec le soutien coupable du gouvernement français au gouvernement suprémaciste d’extrême droite de Netanyahu pour imposer un cessez-le-feu immédiat à Gaza et faire respecter l’ordonnance de la Cour Internationale de Justice (CIJ) qui évoque, sans ambiguïtés, un risque de génocide • Agir pour la libération des otages détenus depuis les massacres terroristes du Hamas, dont nous rejetons le projet théocratique, et pour la libération des prisonniers politiques palestiniens • Soutenir la Cour Pénale Internationale (CPI) dans ses poursuites contre les dirigeants du Hamas et le gouvernement de Netanyahu • Reconnaitre immédiatement l’État de Palestine aux côtés de l’État d’Israël sur la base des résolutions de l’ONU • Décréter un embargo sur les livraisons d’armes à Israël • Infliger des sanctions contre le gouvernement d’extrême droite de Netanyahu tant que celui-ci ne respecte pas le droit international à Gaza et en Cisjordanie • Demander la suspension de l’accord d‘association Union européenne - Israël, conditionné au respect des droits humains • Permettre l’organisation d’élections libres sous contrôle international pour permettre aux Palestiniens de décider de leur destin • Faire respecter la souveraineté du Liban et la protection des 700 Français engagés sous casque bleu pour le droit international L’urgence de la paix	23 Nouveau Front Populaire Contrat de législature Partie 3 Les mois suivants LES TRANSFORMATIONS • Taxer les plus riches au niveau européen pour augmenter les ressources propres du budget de l’Union européenne • Généraliser de la taxation des superprofits au niveau européen • Modifier le droit de la concurrence en Europe pour garantir le droit de monopole public au niveau national • Passer au vote à la majorité qualifiée au conseil pour les questions fiscales Conformément à ce que nos groupes ont voté à l’Assemblée nationale, nous refuserons, pour l’application de notre contrat de législature, le pacte budgétaire, le droit de la concurrence lorsqu’il remet en cause les services publics et nous rejetterons les traités de libre-échange.	16 Nouveau Front Populaire Contrat de législature Partie 3 Les mois suivants LES TRANSFORMATIONS • Revoir et allonger la formation des policiers • Mettre en place un nouveau code de déontologie, supprimer l’IGPN et l’IGGN et les remplacer par un nouvel organisme indépendant, rattaché à la Défenseure des droits • Augmenter les moyens de la justice pour garantir un traitement juste et dans un délai raisonnable de l’ensemble des procédures, notamment par l’embauche de magistrats, greffiers, agents de la protection judiciaire de la jeunesse • Agir contre la surpopulation carcérale, assurer des conditions dignes de détention et donner les moyens à l’administration pénitentiaire et judiciaire de réaliser sa mission en toute sécurité • Mettre en place les récipissés pour les contrôles d’identité Faire bifurquer l’ économie et réindustrialiser la France • Engager un plan de reconstruction industrielle pour mettre fin à la dépendance de la France et de l’Europe dans les domaines stratégiques (semi-conducteurs, médicaments, technologies de pointe, voitures électriques, panneaux solaires, etc) • Réaliser un diagnostic préalable des ressources naturelles avant implantation industrielle • Encadrer la sous-traitance, garantir la responsabilité du donneur d’ordre et mettre en place des quotas de sous-traitants issus du tissu de TPE/PME et de l’artisanat local • Conditionner les aides aux entreprises au respect de critères environnementaux, sociaux et de lutte contre les discriminations au sein de l’entreprise.
86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	2	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord net : LFI défend l’extension des services publics et de la protection sociale, un accès plus égalitaire à la santé, à l’école et au logement, ainsi qu’un encadrement accru des acteurs privés dans les secteurs essentiels. Pour LFI, sur Q86 (« Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	44	0.0774	Nous combattons le projet raciste et de casse sociale de l’extrême droite et voulons l’empêcher d’arriver au pouvoir.	Nous nous engageons à : • Donner à la justice les moyens de poursuivre et de sanctionner les auteurs de propos ou actes racistes, islamophobes et antisémites • Instaurer un Commissariat à l’égalité doté d’un Observatoire des discriminations et de pôles spécialisés au sein des services publics et des cours d’appel • Adopter et mettre en œuvre un plan de lutte contre les discriminations, notamment à l’embauche, à la santé et au logement, et le renforcement des sanctions L’antisémitisme a une histoire tragique dans notre pays qui ne doit pas se répéter.	Mettre à l’ ordre du jour des changements en Europe • Refuser les contraintes austéritaires du pacte budgétaire • Proposer une réforme de la Politique agricole commune (PAC)
87	Défense / Ukraine	La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre se prolonge.	-2	3	https://lafranceinsoumise.fr/europeennes-2024/lespace-programme/	Désaccord net : LFI veut transformer profondément les règles européennes et assume la désobéissance à certaines d’entre elles lorsqu’elles empêchent l’application de son programme social et écologique. Pour LFI, sur Q87 (« La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	9	0			
88	Défense / dissuasion nucléaire	La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/lespace-programme/	Désaccord très fort : LFI veut transformer profondément les règles européennes et assume la désobéissance à certaines d’entre elles lorsqu’elles empêchent l’application de son programme social et écologique. Pour LFI, sur Q88 (« La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer. »), elle contredit presque entièrement le choix proposé : -3.	9	0.0445	Par vos votes, vous pouvez déjà dire « non » à Macron et à Le Pen. Vous pouvez mettre un coup d’arrêt aux politiques destructrices mises en œuvre par la Commission européenne, soutenue par la droite, les macronistes, et les socialistes européens ! Les député·es insoumis·es que vous enverrez au Parlement européen par vos voix auront pour premières tâches de bousculer les institutions pour ouvrir la voie, lancer l’alerte, bloquer la Commission européenne et arracher des avancées pour les peuples, pour la planète, pour la paix. Donnez-nous la force de tout changer !		
