category	id	name	qid	theme	question	score	confidence	source	justification	hits	length
party	les-ecologistes	Les Écologistes	54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	166
party	les-ecologistes	Les Écologistes	55	État / entreprises	Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales deviennent moins strictes.	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
party	les-ecologistes	Les Écologistes	57	Immigration / assimilation	L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré.	-3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
party	les-ecologistes	Les Écologistes	60	Immigration / assimilation	La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas s'intégrer culturellement à la société française.	-3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
party	les-ecologistes	Les Écologistes	61	Immigration / assimilation	Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que les lois françaises sont respectées.	3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	166
party	les-ecologistes	Les Écologistes	63	Libertés / sécurité	Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même sans preuve suffisante pour engager des poursuites pénales.	-1	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	122
party	les-ecologistes	Les Écologistes	64	Libertés / expression	Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être protégée par la liberté d'expression.	2	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	165
party	les-ecologistes	Les Écologistes	67	Écologie	Une taxe carbone qui réduit les émissions de CO₂ devrait être maintenue même si elle diminue le pouvoir d’achat des ménages modestes, à condition de compenser ces derniers par des aides ciblées.	3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	126
party	les-ecologistes	Les Écologistes	68	Écologie	La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules.	3	3	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|réévalué	173
party	les-ecologistes	Les Écologistes	69	Écologie	Il faut privilégier le nucléaire même si cela conduit à réduire certains investissements dans les renouvelables.	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
party	les-ecologistes	Les Écologistes	71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	165
party	les-ecologistes	Les Écologistes	74	Institutions	Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques.	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	125
party	les-ecologistes	Les Écologistes	76	Institutions	Le président de la République devrait disposer de davantage de pouvoirs pour pouvoir mettre en œuvre un programme pendant cinq ans sans être constamment bloqué par le Parlement.	-2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	168
party	les-ecologistes	Les Écologistes	77	Institutions	La proportionnelle intégrale serait préférable au système actuel, même si elle rendait plus fréquentes les coalitions et les gouvernements instables.	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	126
party	les-ecologistes	Les Écologistes	78	Immigration / assimilation	Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les règles et usages du pays et participer à la vie collective.	-1	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	122
party	les-ecologistes	Les Écologistes	79	Immigration / délinquance	Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes concernées.	3	2	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	126
party	les-ecologistes	Les Écologistes	81	Santé / accès aux soins	Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les zones déjà bien dotées afin d'encourager leur installation dans les déserts médicaux.	3	3	https://www.assemblee-nationale.fr/dyn/17/scrutins/1214	Accord fort : le scrutin sur la régulation du conventionnement médical fournit la position parlementaire la plus proche ; pour les formations non représentées, le codage est déduit de leur ligne sur la liberté d'installation. Niveau de preuve : preuve directe ou politique explicitement documentée.	codage	298
party	les-ecologistes	Les Écologistes	86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	3	3	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : preuve directe ou politique explicitement documentée.	source retenue	198
party	lfi	LFI	1	Économie	Il faut réduire les impôts sur le travail et le capital, même si cela implique de réduire certaines dépenses publiques.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
party	lfi	LFI	2	Économie	Les inégalités économiques sont acceptables tant qu'elles résultent principalement du travail ou de la prise de risque.	-1	2	https://lafranceinsoumise.fr/	Réserve : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	162
party	lfi	LFI	3	Économie	L'État devrait davantage taxer les hauts revenus et les gros patrimoines afin de réduire les inégalités.	3	3	https://lafranceinsoumise.fr/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|réévalué	173
party	lfi	LFI	5	Économie	Le salaire minimum devrait être augmenté significativement.	3	3	https://lafranceinsoumise.fr/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|réévalué	173
party	lfi	LFI	6	Économie	Les entreprises privées sont généralement plus efficaces que l'État pour fournir des biens et services, même dans certains secteurs essentiels.	-3	2	https://lafranceinsoumise.fr/	Désaccord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	169
party	lfi	LFI	7	Économie	L'État devrait pouvoir nationaliser temporairement ou durablement une entreprise privée lorsqu'elle contrôle une activité stratégique pour le pays.	3	3	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|réévalué	173
party	lfi	LFI	8	Économie	La concurrence est généralement préférable à la réglementation pour améliorer les prix, la qualité et l'innovation.	-3	2	https://lafranceinsoumise.fr/	Désaccord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	169
party	lfi	LFI	9	État	La France dépense trop d'argent public et devrait accepter de réduire certaines politiques sociales pour revenir à l'équilibre budgétaire.	-3	3	https://lafranceinsoumise.fr/	Désaccord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|réévalué	176
party	lfi	LFI	10	État	L'État devrait garantir un niveau élevé de protection sociale, même si cela implique une fiscalité importante.	3	3	https://lafranceinsoumise.fr/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|réévalué	173
party	lfi	LFI	12	État	L'État devrait intervenir beaucoup plus fortement dans l'économie lorsque le marché produit des résultats jugés socialement indésirables.	3	3	https://lafranceinsoumise.fr/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|réévalué	173
party	lfi	LFI	13	État	Les citoyens devraient avoir davantage de liberté pour choisir eux-mêmes comment utiliser leur argent plutôt que de passer par des systèmes publics obligatoires.	-3	2	https://lafranceinsoumise.fr/	Désaccord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	169
party	lfi	LFI	14	Social / société	La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles.	3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur social / société.	cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)|codage	98
party	lfi	LFI	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	2	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord modéré : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	168
party	lfi	LFI	17	Social / société	Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux.	3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur social / société.	cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)|codage	98
party	lfi	LFI	19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	-2	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord net : codage cohérent avec la ligne programmatique générale du parti sur social / société.	cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)|codage	100
party	lfi	LFI	20	Immigration	La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année.	-3	3	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|réévalué	176
party	lfi	LFI	21	Immigration	L'immigration économique est globalement bénéfique pour l'économie française.	3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	165
party	lfi	LFI	23	Immigration	L'accès à la nationalité française devrait être rendu plus exigeant.	-3	3	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|réévalué	176
party	lfi	LFI	25	Immigration	Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays.	-3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
party	lfi	LFI	26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	3	3	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|réévalué	173
party	lfi	LFI	27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	-2	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	128
party	lfi	LFI	28	Sécurité / justice	Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions.	3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	166
party	lfi	LFI	29	Sécurité / justice	La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines libertés individuelles.	-3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
party	lfi	LFI	32	Écologie	La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme.	3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	126
party	lfi	LFI	33	Écologie	Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique.	2	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord net : codage cohérent avec la ligne programmatique générale du parti sur écologie.	cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)|codage	89
party	lfi	LFI	36	Écologie	Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent.	3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur écologie.	cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)|codage	90
party	lfi	LFI	37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	166
party	lfi	LFI	38	Europe	La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique.	-1	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/05/PROGRAMME-UNION-POPULAIRE_EURO-2024.pdf	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	122
party	lfi	LFI	39	Europe	La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen.	2	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/05/PROGRAMME-UNION-POPULAIRE_EURO-2024.pdf	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	125
party	lfi	LFI	40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	0	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/05/PROGRAMME-UNION-POPULAIRE_EURO-2024.pdf	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	150
party	lfi	LFI	41	Europe	L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres.	0	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/05/PROGRAMME-UNION-POPULAIRE_EURO-2024.pdf	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	150
party	lfi	LFI	42	Europe	En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes.	3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/05/PROGRAMME-UNION-POPULAIRE_EURO-2024.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	126
party	lfi	LFI	43	Fiscalité / patrimoine	Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire.	-3	3	https://lafranceinsoumise.fr/	Désaccord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|réévalué	176
party	lfi	LFI	44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	2	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	126
party	lfi	LFI	45	Fiscalité / patrimoine	Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France.	2	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	126
party	lfi	LFI	46	Travail / chômage	Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences.	-2	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
party	lfi	LFI	49	Retraites	Les retraites devraient être progressivement réformées vers un système combinant répartition et capitalisation, même si cela implique une période de transition coûteuse.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
party	lfi	LFI	50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	-3	2	https://lafranceinsoumise.fr/	Désaccord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	169
party	lfi	LFI	51	Protection sociale	Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
party	lfi	LFI	53	État / entreprises	Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations de ses dirigeants tant que l'aide n'est pas remboursée.	3	3	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|réévalué	173
party	lfi	LFI	54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	3	2	https://lafranceinsoumise.fr/	Accord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	niveau de confiance documentaire|sources officielles et prises de position convergentes|réévalué	166
party	lfi	LFI	55	État / entreprises	Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales deviennent moins strictes.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-1-sortir-de-lausterite-et-partager-les-richesses/	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
party	lfi	LFI	57	Immigration / assimilation	L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré.	-3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
party	lfi	LFI	59	Immigration / assimilation	Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste pas particulièrement d'attachement à la France.	3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	126
party	lfi	LFI	60	Immigration / assimilation	La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas s'intégrer culturellement à la société française.	-3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	orientation cohérente avec le document officiel retenu|sans passage isolé directement équivalent|cohérent(?:e)? avec (?:la|le|les) (?:ligne|programme|document)	129
