entityType	entity	qid	theme	question	response	confidence	justification	source
party	LR	77	Institutions	La proportionnelle intégrale serait préférable au système actuel, même si elle rendait plus fréquentes les coalitions et les gouvernements instables.	-3	3	Désaccord fort : LR rejette explicitement la proportionnelle en invoquant précisément le risque de coalitions instables et de difficultés à dégager une majorité ; cela correspond presque exactement au désaccord décrit par la question.	https://republicains.fr/actualites/2025/05/28/le-bureau-politique-des-republicains-soppose-a-lunanimite-a-la-proportionnelle/
party	LR	78	Immigration / assimilation	Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les règles et usages du pays et participer à la vie collective.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	79	Immigration / délinquance	Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes concernées.	-1	2	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://republicains.fr/nos-idees/
party	LR	80	Écologie / agriculture	La France devrait interdire aux agriculteurs l’usage d’un produit jugé trop polluant, même si cette interdiction les désavantage face à des concurrents étrangers qui peuvent encore l’utiliser.	-3	3	Désaccord fort : la Droite républicaine défend les dérogations lorsque des filières agricoles sont sans alternative et critique les contraintes nationales qui pénalisent les agriculteurs face à la concurrence, tout en renvoyant l’évaluation sanitaire à l’expertise scientifique.	https://questions.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/session-extraordinaire-de-2025-2026/deuxieme-seance-du-lundi-20-juillet-2026
party	LR	81	Santé / accès aux soins	Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les zones déjà bien dotées afin d'encourager leur installation dans les déserts médicaux.	0	3	Position neutre, partagée ou non arrêtée : le scrutin sur la régulation du conventionnement médical fournit la position parlementaire la plus proche ; pour les formations non représentées, le codage est déduit de leur ligne sur la liberté d'installation. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/1214
party	LR	82	Santé / assurance maladie	L'Assurance maladie devrait rembourser intégralement les soins essentiels, quitte à réduire fortement le rôle des complémentaires santé.	-2	2	Désaccord net : le programme de santé retenu permet d'estimer la place accordée à l'assurance publique et aux complémentaires. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://republicains.fr/nos-idees/
party	LR	83	Santé / hôpital	Il faut accepter de fermer ou regrouper certaines petites maternités et certains services d'urgence afin de concentrer les équipes et les équipements dans des établissements plus importants.	-1	1	Réserve : le document retenu permet d'arbitrer entre maintien de la proximité hospitalière et concentration des moyens. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://republicains.fr/nos-idees/
party	LR	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	2	2	Accord net : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://republicains.fr/nos-idees/
party	LR	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	-2	1	Désaccord net : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://republicains.fr/nos-idees/
party	LR	86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	-1	1	Réserve : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://republicains.fr/nos-idees/
party	LR	87	Défense / Ukraine	La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre se prolonge.	3	3	Accord fort : le vote ou la politique officielle sur le soutien durable à l'Ukraine constitue l'indicateur principal. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/988
party	LR	88	Défense / dissuasion nucléaire	La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer.	-3	3	Désaccord fort : Bruno Retailleau rejette explicitement l’idée d’élargir la vocation protectrice de la dissuasion nucléaire française à l’Europe et insiste sur son caractère strictement national et autonome. C’est un refus direct du principe posé par la question : -3.	https://republicains.fr/actualites/2026/03/01/la-dissuasion-nucleaire-francaise-ne-se-partage-pas/
party	LR	89	Santé / fin de vie	Une personne majeure atteinte d'une maladie grave et incurable provoquant des souffrances insupportables devrait pouvoir recevoir une aide médicale à mourir dans un cadre strictement contrôlé.	-2	3	Désaccord net : le vote, la loi ou la position gouvernementale sur l'aide à mourir fournit un équivalent direct ou très proche. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/2107
party	LR	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	-2	1	Désaccord net : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://republicains.fr/nos-idees/
party	LR	91	Famille / prestations	Les allocations familiales devraient être versées à toutes les familles selon le nombre d'enfants, sans diminuer lorsque les revenus augmentent.	3	3	Accord fort : Bruno Retailleau propose un revenu familial versé par enfant quel que soit le niveau de revenus des parents, ce qui correspond directement au principe d’allocations familiales universelles posé par la question.	https://republicains.fr/actualites/2026/05/02/priorite-travail-france-35h-salaires-retraites/
party	LR	92	Numérique / mineurs	L'accès aux réseaux sociaux devrait être interdit aux moins de 15 ans, même avec l'accord de leurs parents.	3	3	Accord fort : le vote ou la politique publique sur l'âge d'accès aux réseaux sociaux permet de distinguer interdiction stricte, autorisation parentale et régulation plus souple. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.assemblee-nationale.fr/dyn/17/scrutins/8431
party	LR	93	Numérique / intelligence artificielle	Les administrations publiques devraient privilégier des modèles d'intelligence artificielle hébergés en Europe, même s'ils sont temporairement moins performants ou plus coûteux que leurs concurrents étrangers.	2	2	Accord net : LR défend explicitement une indépendance numérique française et européenne et le refus de la dépendance technologique ; la question ajoute toutefois l’acceptation d’un surcoût ou d’une moindre performance, qui n’est pas formulée explicitement.	https://republicains.fr/
party	Nouvelle Énergie	1	Économie	Il faut réduire les impôts sur le travail et le capital, même si cela implique de réduire certaines dépenses publiques.	3	3	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	2	Économie	Les inégalités économiques sont acceptables tant qu'elles résultent principalement du travail ou de la prise de risque.	2	2	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	3	Économie	L'État devrait davantage taxer les hauts revenus et les gros patrimoines afin de réduire les inégalités.	-3	2	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	4	Économie	Les entreprises devraient être obligées de limiter l’écart entre la rémunération de leurs dirigeants et celle de leurs salariés les moins bien payés.	-2	2	Désaccord net : aucune prise de position directement équivalente à un ratio salarial obligatoire n’a été identifiée, mais Nouvelle Énergie défend une ligne économique nettement libérale, hostile aux contraintes générales supplémentaires sur les entreprises. L’opposition au principe est donc claire, sans preuve suffisante pour un désaccord maximal.	https://www.unenouvelleenergie.fr/cotiser-moins-pour-gagner-plus/
party	Nouvelle Énergie	5	Économie	Le salaire minimum devrait être augmenté significativement.	-2	2	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	6	Économie	Les entreprises privées sont généralement plus efficaces que l'État pour fournir des biens et services, même dans certains secteurs essentiels.	2	2	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	7	Économie	L'État devrait pouvoir nationaliser temporairement ou durablement une entreprise privée lorsqu'elle contrôle une activité stratégique pour le pays.	-2	2	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	8	Économie	La concurrence est généralement préférable à la réglementation pour améliorer les prix, la qualité et l'innovation.	3	3	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	9	État	La France dépense trop d'argent public et devrait accepter de réduire certaines politiques sociales pour revenir à l'équilibre budgétaire.	3	3	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	10	État	L'État devrait garantir un niveau élevé de protection sociale, même si cela implique une fiscalité importante.	-1	2	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	12	État	L'État devrait intervenir beaucoup plus fortement dans l'économie lorsque le marché produit des résultats jugés socialement indésirables.	-2	2	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	13	État	Les citoyens devraient avoir davantage de liberté pour choisir eux-mêmes comment utiliser leur argent plutôt que de passer par des systèmes publics obligatoires.	3	3	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	14	Social / société	La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles.	0	2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur social / société.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	15	Démocratie	Un gouvernement devrait pouvoir faire adopter le budget sans vote de l’Assemblée nationale lorsqu’aucune majorité stable ne se dégage, afin d’éviter un blocage institutionnel.	-1	2	Désaccord léger : Nouvelle Énergie refuse qu’un mauvais budget soit imposé au nom de la stabilité et défend la censure en cas de désaccord, sans proposer formellement l’abolition de la faculté budgétaire d’exception : -1.	https://www.unenouvelleenergie.fr/budget-2026-la-coherence-impose-la-censure/
party	Nouvelle Énergie	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-3	2	Désaccord fort : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	17	Social / société	Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux.	-1	2	Réserve : codage cohérent avec la ligne programmatique générale du parti sur social / société.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	18	Institutions / territoires	Les régions devraient pouvoir adopter des règles différentes en matière économique, sociale ou environnementale plutôt que d’appliquer partout les mêmes règles nationales.	3	3	Accord fort : Nouvelle Énergie propose explicitement un transfert massif de compétences aux collectivités et une autonomie du pouvoir réglementaire local permettant d’adapter les politiques publiques et les normes aux réalités territoriales.	https://www.unenouvelleenergie.fr/notre-programme/generer-un-renouveau-civique/
party	Nouvelle Énergie	19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur social / société.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	20	Immigration	La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année.	3	3	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/immigration/
party	Nouvelle Énergie	21	Immigration	L'immigration économique est globalement bénéfique pour l'économie française.	1	2	Accord modéré : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	22	Immigration / droits sociaux	Un étranger installé légalement en France depuis de nombreuses années devrait, à situation économique comparable, bénéficier des mêmes prestations sociales et du même accès au logement social qu’un citoyen français, sans priorité fondée sur la nationalité.	1	2	Nouvelle Énergie conditionne les prestations sociales non contributives à au moins cinq ans de résidence régulière. Après ce délai, la logique est compatible avec l’égalité de droits, mais le parti ne tranche pas clairement l’absence de toute priorité nationale, notamment pour le logement.	https://www.unenouvelleenergie.fr/notre-programme/immigration/
party	Nouvelle Énergie	23	Immigration	L'accès à la nationalité française devrait être rendu plus exigeant.	3	3	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/immigration/
party	Nouvelle Énergie	24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	3	3	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/immigration/
party	Nouvelle Énergie	25	Immigration	Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	-2	2	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	2	2	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	28	Sécurité / justice	Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions.	-1	2	Désaccord léger : le programme insiste davantage sur la certitude et l’effectivité des sanctions que sur une priorité donnée à la prévention et à la réinsertion, tout en conservant une place à ces dernières : -1.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	29	Sécurité / justice	La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines libertés individuelles.	2	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	30	Agriculture / commerce	La France devrait pouvoir interdire l’importation de produits agricoles fabriqués selon des normes qu’elle interdit à ses propres agriculteurs, même si cela faisait disparaître des rayons les produits alimentaires les moins chers.	0	3	Position équilibrée : Nouvelle Énergie exige la réciprocité lorsqu'une norme est scientifiquement justifiée, mais propose aussi de supprimer des normes françaises jugées injustifiées et souligne que le protectionnisme renchérit les prix ; la formulation complète de la question appelle donc un score neutre.	https://www.unenouvelleenergie.fr/notre-programme/agriculture/
party	Nouvelle Énergie	32	Écologie	La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme.	0	2	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	33	Écologie	Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique.	-2	2	Désaccord net : Nouvelle Énergie veut réduire les émissions mais fait du prix bas de l'énergie, de la compétitivité et du pouvoir d'achat une priorité ; le parti s'oppose aux dispositifs qui renchérissent fortement les carburants et énergies fossiles.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	34	Economie	Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire le coût du travail, même si cela augmente le prix des biens et services consommés	1	3	Le programme décrit exactement une TVA « compétitivité/relocalisation » accompagnée d’une baisse des charges, mais précise que la question n’est pas tranchée. Tendance favorable seulement : +1, avec confiance documentaire 3.	https://www.unenouvelleenergie.fr/notre-programme/reussir-une-nouvelle-ambition-francaise/
party	Nouvelle Énergie	35	Écologie	Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions.	3	2	Accord fort : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	36	Écologie	Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent.	0	2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur écologie.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	38	Europe	La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique.	-2	3	Désaccord net : Nouvelle Énergie estime que les compétences de l’Union se sont étendues à trop de domaines au détriment de la souveraineté des États et veut réattribuer certaines compétences au niveau national, tout en conservant une coopération européenne forte lorsqu’elle apporte une réelle valeur ajoutée : -2.	https://www.unenouvelleenergie.fr/notre-programme/etre-maitre-de-notre-destin/
party	Nouvelle Énergie	39	Europe	La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen.	2	2	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	2	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	41	Europe	L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres.	-1	3	Réserve : Nouvelle Énergie critique l’accumulation de normes européennes et défend strictement le principe de subsidiarité, mais accepte des règles communes dans les domaines où l’échelle européenne est pertinente, notamment le numérique, l’énergie ou les technologies stratégiques : -1.	https://www.unenouvelleenergie.fr/notre-programme/etre-maitre-de-notre-destin/
party	Nouvelle Énergie	42	Europe	En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes.	2	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	43	Fiscalité / patrimoine	Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	-3	2	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	45	Fiscalité / patrimoine	Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France.	1	2	Accord limité : la position retenue reste prudente sur ce mécanisme très spécifique d'imposition après expatriation ; aucune adhésion à une taxation extraterritoriale générale n'est établie, ce qui limite l'intensité à +1.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	46	Travail / chômage	Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences.	2	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	47	Outre-mer / vie chère	L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner durablement leur transport ou leur prix avec l’argent public national.	-1	2	Nouvelle Énergie privilégie la baisse des dépenses, la concurrence et un État recentré ; une solidarité territoriale ciblée reste possible, mais une subvention nationale durable des prix va plutôt à l’encontre de sa doctrine budgétaire.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	48	Travail / chômage	Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou travailleurs en contrats précaires.	3	3	Accord fort : le programme de Nouvelle Énergie décrit explicitement la dualité CDI/CDD comme une source de « sclérose et d’injustice » et propose un contrat unique avec protection progressive ; le diagnostic selon lequel le CDI peut exclure les nouveaux entrants est donc directement documenté.	https://www.unenouvelleenergie.fr/notre-programme/reussir-une-nouvelle-ambition-francaise/
party	Nouvelle Énergie	49	Retraites	Les retraites devraient être progressivement réformées vers un système combinant répartition et capitalisation, même si cela implique une période de transition coûteuse.	3	3	Accord fort : Nouvelle Énergie défend explicitement l'introduction d'une part importante de capitalisation en complément de la répartition ; la proposition est directement comparable à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	-2	3	Désaccord net : Nouvelle Énergie fixe explicitement l’âge légal à 65 ans puis propose une réforme destinée à « stabiliser le dispositif » et à en finir avec les hausses récurrentes liées au vieillissement, plutôt qu’une indexation automatique de l’âge légal sur l’espérance de vie.	https://www.unenouvelleenergie.fr/notre-programme/reussir-une-nouvelle-ambition-francaise/
party	Nouvelle Énergie	51	Protection sociale	Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail.	2	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	53	État / entreprises	Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations de ses dirigeants tant que l'aide n'est pas remboursée.	1	2	Accord modéré : codage cohérent avec la ligne programmatique générale du parti sur état / entreprises.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	1	2	Accord modéré : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	55	État / entreprises	Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales deviennent moins strictes.	3	3	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	56	Immigration / régularisation	Un étranger en situation irrégulière qui travaille de façon stable en France depuis plusieurs années et n’a commis aucun délit devrait pouvoir être régularisé, même s’il est entré ou est resté sur le territoire sans autorisation.	-3	3	Désaccord fort : Nouvelle Énergie propose explicitement de supprimer toute possibilité d’être régularisé après être entré clandestinement sur le territoire ; la proposition est directement opposée à la question.	https://www.unenouvelleenergie.fr/notre-programme/reussir-une-nouvelle-ambition-francaise/
party	Nouvelle Énergie	57	Immigration / assimilation	L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré.	3	3	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/immigration/
party	Nouvelle Énergie	58	Immigration / assimilation	La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées.	3	3	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/immigration/
party	Nouvelle Énergie	59	Immigration / assimilation	Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste pas particulièrement d'attachement à la France.	-3	2	Désaccord fort : Nouvelle Énergie propose explicitement de mettre fin à l’automaticité du droit du sol ; c’est l’opposé direct de la proposition.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	60	Immigration / assimilation	La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas s'intégrer culturellement à la société française.	3	3	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/immigration/
party	Nouvelle Énergie	61	Immigration / assimilation	Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que les lois françaises sont respectées.	-2	2	Désaccord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	63	Libertés / sécurité	Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même sans preuve suffisante pour engager des poursuites pénales.	2	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	64	Libertés / expression	Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être protégée par la liberté d'expression.	2	2	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	66	Sécurité	Lorsqu’un conducteur refuse d’obtempérer et prend la fuite, les policiers devraient pouvoir utiliser leur arme à feu même si le danger pour leur vie n’est pas immédiat.	1	1	Accord modéré, codé prudemment : la ligne du parti est sécuritaire et favorable à une protection juridique renforcée des forces de l’ordre, mais aucune formulation exactement équivalente n’a été identifiée.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	67	Écologie	Une taxe carbone qui réduit les émissions de CO₂ devrait être maintenue même si elle diminue le pouvoir d’achat des ménages modestes, à condition de compenser ces derniers par des aides ciblées.	0	2	Position équilibrée ou non tranchée : Nouvelle Énergie est très réservée sur la fiscalité carbone qui renchérit l'énergie, mais aucune position récente suffisamment précise ne permet de trancher le cas particulier d'une taxe intégralement compensée pour les ménages modestes.	https://www.unenouvelleenergie.fr/notre-programme/
party	Nouvelle Énergie	68	Écologie	La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules.	-2	2	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.unenouvelleenergie.fr/notre-programme/
