bucket	category	entity_id	entity	qid	score	confidence	source	justification
ORI	party	renaissance	Renaissance	59	2	2	https://parti-renaissance.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	60	1	2	https://parti-renaissance.fr/	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	renaissance	Renaissance	61	2	1	https://parti-renaissance.fr/	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	renaissance	Renaissance	63	2	2	https://parti-renaissance.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	renaissance	Renaissance	64	1	1	https://parti-renaissance.fr/	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	renaissance	Renaissance	67	2	2	https://parti-renaissance.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	68	2	2	https://parti-renaissance.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	renaissance	Renaissance	71	0	1	https://parti-renaissance.fr/	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
CONF	party	renaissance	Renaissance	72	2	2	https://parti-renaissance.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	renaissance	Renaissance	73	2	2	https://parti-renaissance.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	renaissance	Renaissance	74	0	2	https://parti-renaissance.fr/	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	renaissance	Renaissance	75	-2	1	https://parti-renaissance.fr/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
CONF	party	renaissance	Renaissance	76	2	2	https://parti-renaissance.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	renaissance	Renaissance	77	-1	2	https://parti-renaissance.fr/	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	78	3	2	https://parti-renaissance.fr/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	renaissance	Renaissance	79	1	2	https://parti-renaissance.fr/	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	modem	MoDem	1	1	2	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	modem	MoDem	2	0	1	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
PRUD	party	modem	MoDem	6	1	1	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
CONF	party	modem	MoDem	8	1	2	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Accord modéré : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
PRUD	party	modem	MoDem	13	1	1	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
PRUD	party	modem	MoDem	16	-2	1	https://www.mouvementdemocrate.fr/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	modem	MoDem	20	0	2	https://www.mouvementdemocrate.fr/	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	modem	MoDem	21	2	2	https://www.mouvementdemocrate.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	modem	MoDem	24	2	2	https://www.mouvementdemocrate.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	modem	MoDem	28	2	2	https://www.mouvementdemocrate.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	modem	MoDem	29	1	2	https://www.mouvementdemocrate.fr/	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	modem	MoDem	32	2	2	https://www.mouvementdemocrate.fr/vers-une-transition-ecologique-solidaire-7925	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	modem	MoDem	35	1	2	https://www.mouvementdemocrate.fr/vers-une-transition-ecologique-solidaire-7925	Accord modéré : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	modem	MoDem	37	2	2	https://www.mouvementdemocrate.fr/vers-une-transition-ecologique-solidaire-7925	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	modem	MoDem	38	2	2	https://www.mouvementdemocrate.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	modem	MoDem	40	3	2	https://www.mouvementdemocrate.fr/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	modem	MoDem	43	0	2	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	modem	MoDem	48	1	1	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
CONF	party	modem	MoDem	50	1	2	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Accord modéré : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
PRUD	party	modem	MoDem	54	1	1	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	modem	MoDem	63	1	2	https://www.mouvementdemocrate.fr/	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	modem	MoDem	64	2	2	https://www.mouvementdemocrate.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
PRUD	party	modem	MoDem	71	1	1	https://www.mouvementdemocrate.fr/vers-une-transition-ecologique-solidaire-7925	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
PRUD	party	modem	MoDem	72	1	1	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
PRUD	party	modem	MoDem	73	1	1	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
PRUD	party	modem	MoDem	75	-2	1	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
CONF	party	modem	MoDem	76	1	2	https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video	Accord modéré : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	modem	MoDem	78	2	2	https://www.mouvementdemocrate.fr/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	modem	MoDem	82	-1	2	https://www.mouvementdemocrate.fr/	Réserve : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	horizons	Horizons	1	3	2	https://horizonsleparti.fr/le-manifeste/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	horizons	Horizons	2	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
CONF	party	horizons	Horizons	6	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	horizons	Horizons	8	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	horizons	Horizons	9	3	2	https://horizonsleparti.fr/le-manifeste/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	horizons	Horizons	13	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
PRUD	party	horizons	Horizons	16	-2	2	https://horizonsleparti.fr/le-manifeste/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	horizons	Horizons	20	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	horizons	Horizons	21	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	horizons	Horizons	24	3	2	https://horizonsleparti.fr/le-manifeste/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	horizons	Horizons	29	2	2	https://horizonsleparti.fr/le-manifeste/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	horizons	Horizons	32	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	horizons	Horizons	35	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
PRUD	party	horizons	Horizons	37	1	1	https://horizonsleparti.fr/le-manifeste/	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	horizons	Horizons	38	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	horizons	Horizons	40	3	2	https://horizonsleparti.fr/le-manifeste/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	horizons	Horizons	43	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	horizons	Horizons	48	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
PRUD	party	horizons	Horizons	50	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
PRUD	party	horizons	Horizons	54	1	1	https://horizonsleparti.fr/le-manifeste/	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	horizons	Horizons	55	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	horizons	Horizons	61	1	2	https://horizonsleparti.fr/le-manifeste/	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	horizons	Horizons	63	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	horizons	Horizons	64	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
PRUD	party	horizons	Horizons	71	0	1	https://horizonsleparti.fr/le-manifeste/	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
PRUD	party	horizons	Horizons	72	2	1	https://horizonsleparti.fr/le-manifeste/	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
PRUD	party	horizons	Horizons	73	2	1	https://horizonsleparti.fr/le-manifeste/	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
PRUD	party	horizons	Horizons	75	-2	1	https://horizonsleparti.fr/le-manifeste/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
CONF	party	horizons	Horizons	76	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	horizons	Horizons	78	3	2	https://horizonsleparti.fr/le-manifeste/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	france-humaniste	LFH	24	2	2	https://lafrancehumaniste.fr/articles/la-france-face-au-piege-identitaire.html	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	france-humaniste	LFH	66	-1	2	https://lafrancehumaniste.fr/articles/la-lutte-antiterroriste.html	Réserve : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	lr	LR	1	3	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	lr	LR	2	2	2	https://republicains.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	lr	LR	3	-3	2	https://republicains.fr/nos-idees/	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	5	-2	2	https://republicains.fr/nos-idees/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	lr	LR	6	2	2	https://republicains.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	lr	LR	7	-1	2	https://republicains.fr/nos-idees/	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	lr	LR	8	2	2	https://republicains.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	lr	LR	9	3	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	10	-1	2	https://republicains.fr/nos-idees/	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	12	-1	2	https://republicains.fr/nos-idees/	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	lr	LR	13	2	1	https://republicains.fr/nos-idees/	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
CONF	party	lr	LR	16	-2	2	https://republicains.fr/	Désaccord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	lr	LR	20	3	3	https://republicains.fr/nos-idees/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	lr	LR	23	2	2	https://republicains.fr/nos-idees/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	24	3	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	25	3	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	26	-2	2	https://republicains.fr/nos-idees/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	27	3	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	lr	LR	28	1	2	https://republicains.fr/	Accord modéré : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	lr	LR	29	2	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	32	1	2	https://republicains.fr/nos-idees/	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	lr	LR	35	2	2	https://republicains.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
PRUD	party	lr	LR	37	0	1	https://republicains.fr/nos-idees/	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	lr	LR	38	0	2	https://republicains.fr/nos-idees/	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	39	1	2	https://republicains.fr/nos-idees/	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	40	2	2	https://republicains.fr/nos-idees/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	41	0	2	https://republicains.fr/nos-idees/	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	42	2	2	https://republicains.fr/nos-idees/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	43	3	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	44	-3	2	https://republicains.fr/nos-idees/	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	45	-2	2	https://republicains.fr/nos-idees/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	46	3	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	lr	LR	48	2	2	https://republicains.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	lr	LR	51	3	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	lr	LR	54	1	1	https://republicains.fr/nos-idees/	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	lr	LR	55	2	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	lr	LR	58	2	2	https://republicains.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	lr	LR	60	3	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	lr	LR	61	-1	1	https://republicains.fr/nos-idees/	Réserve : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
ORI	party	lr	LR	63	3	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	lr	LR	64	2	2	https://republicains.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	lr	LR	67	0	2	https://republicains.fr/nos-idees/	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	68	-2	2	https://republicains.fr/nos-idees/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	69	3	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	lr	LR	71	-2	1	https://republicains.fr/nos-idees/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
PRUD	party	lr	LR	72	1	1	https://republicains.fr/nos-idees/	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
CONF	party	lr	LR	73	2	2	https://republicains.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	lr	LR	74	2	2	https://republicains.fr/nos-idees/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	lr	LR	76	2	2	https://republicains.fr/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	lr	LR	78	3	2	https://republicains.fr/nos-idees/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	lr	LR	79	-1	2	https://republicains.fr/nos-idees/	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	nouvelle-energie	Nouvelle Énergie	1	3	3	https://www.unenouvelleenergie.fr/notre-programme/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	nouvelle-energie	Nouvelle Énergie	2	2	2	https://www.unenouvelleenergie.fr/notre-programme/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	nouvelle-energie	Nouvelle Énergie	3	-3	2	https://www.unenouvelleenergie.fr/notre-programme/	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	nouvelle-energie	Nouvelle Énergie	5	-2	2	https://www.unenouvelleenergie.fr/notre-programme/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	nouvelle-energie	Nouvelle Énergie	6	2	2	https://www.unenouvelleenergie.fr/notre-programme/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	nouvelle-energie	Nouvelle Énergie	7	-2	2	https://www.unenouvelleenergie.fr/notre-programme/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	nouvelle-energie	Nouvelle Énergie	8	3	3	https://www.unenouvelleenergie.fr/notre-programme/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	nouvelle-energie	Nouvelle Énergie	9	3	3	https://www.unenouvelleenergie.fr/notre-programme/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	nouvelle-energie	Nouvelle Énergie	10	-1	2	https://www.unenouvelleenergie.fr/notre-programme/	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	nouvelle-energie	Nouvelle Énergie	12	-2	2	https://www.unenouvelleenergie.fr/notre-programme/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
CONF	party	nouvelle-energie	Nouvelle Énergie	13	3	3	https://www.unenouvelleenergie.fr/notre-programme/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
PRUD	party	nouvelle-energie	Nouvelle Énergie	16	-3	2	https://www.unenouvelleenergie.fr/notre-programme/	Désaccord fort : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
CONF	party	nouvelle-energie	Nouvelle Énergie	20	3	3	https://www.unenouvelleenergie.fr/notre-programme/immigration/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	nouvelle-energie	Nouvelle Énergie	21	1	2	https://www.unenouvelleenergie.fr/notre-programme/	Accord modéré : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	nouvelle-energie	Nouvelle Énergie	23	3	3	https://www.unenouvelleenergie.fr/notre-programme/immigration/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
CONF	party	nouvelle-energie	Nouvelle Énergie	24	3	3	https://www.unenouvelleenergie.fr/notre-programme/immigration/	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
ORI	party	nouvelle-energie	Nouvelle Énergie	25	3	2	https://www.unenouvelleenergie.fr/notre-programme/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	nouvelle-energie	Nouvelle Énergie	26	-2	2	https://www.unenouvelleenergie.fr/notre-programme/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	nouvelle-energie	Nouvelle Énergie	27	2	2	https://www.unenouvelleenergie.fr/notre-programme/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	nouvelle-energie	Nouvelle Énergie	29	2	2	https://www.unenouvelleenergie.fr/notre-programme/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
ORI	party	nouvelle-energie	Nouvelle Énergie	32	0	2	https://www.unenouvelleenergie.fr/notre-programme/	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
PRUD	party	nouvelle-energie	Nouvelle Énergie	35	3	2	https://www.unenouvelleenergie.fr/notre-programme/	Accord fort : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
