count	justification	examples
3	Accord modéré : le document retenu permet d'arbitrer entre maintien de la proximité hospitalière et concentration des moyens. Niveau de preuve : estimation prudente à partir de la ligne générale.	MoDem|Q83|1|https://www.mouvementdemocrate.fr/ || Suisse|Q83|1|https://www.bag.admin.ch/fr/hopitaux || Royaume-Uni|Q83|1|https://www.gov.uk/government/publications/plan-for-change
3	Désaccord net : le programme de santé retenu permet d'estimer la place accordée à l'assurance publique et aux complémentaires. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	Horizons|Q82|-2|https://horizonsleparti.fr/le-manifeste/ || LR|Q82|-2|https://republicains.fr/nos-idees/ || Nouvelle Énergie|Q82|-2|https://www.unenouvelleenergie.fr/notre-programme/
3	Désaccord net : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	Horizons|Q90|-2|https://horizonsleparti.fr/le-manifeste/ || LR|Q90|-2|https://republicains.fr/nos-idees/ || Reconquête|Q90|-2|https://www.parti-reconquete.fr/
3	Désaccord net : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : estimation prudente à partir de la ligne générale.	LR|Q85|-2|https://republicains.fr/nos-idees/ || RN|Q85|-2|https://rassemblementnational.fr/documents/202406-programme.pdf || Reconquête|Q85|-2|https://www.parti-reconquete.fr/
3	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Économie ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.	UDR|Q2|3|https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912 || UDR|Q6|2|https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912 || UDR|Q8|3|https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912
3	Accord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	UDR|Q35|2|https://www.udr.fr/ || UDR|Q69|2|https://www.udr.fr/ || Pays-Bas|Q37|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf
3	Accord net : codage fondé sur les documents officiels retenus pour le thème « Libertés / expression ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	UDR|Q64|2|https://www.udr.fr/ || Pays-Bas|Q64|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q64|2|https://www.gov.pl/web/primeminister/expose
3	Réserve : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	UDR|Q72|-1|https://www.udr.fr/ || Pays-Bas|Q74|-1|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q74|-1|https://www.gov.pl/web/primeminister/expose
3	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	UDR|Q75|-2|https://www.udr.fr/ || Pays-Bas|Q75|-2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q75|-2|https://www.gov.pl/web/primeminister/expose
3	Accord fort : le modèle de prestations familiales et la ligne programmatique permettent d'estimer la préférence pour l'universalité ou le ciblage. Niveau de preuve : preuve directe ou politique explicitement documentée.	RN|Q91|3|https://rassemblementnational.fr/documents/202406-programme.pdf || Allemagne|Q91|3|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Finlande|Q91|3|https://valtioneuvosto.fi/en/governments/government-programme
3	Accord net : Le gouvernement veut réduire l’immigration irrégulière tout en facilitant l’immigration qualifiée et l’intégration. Transposition ou inférence prudente.	Allemagne|Q23|2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Allemagne|Q25|2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Allemagne|Q60|2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
3	Accord modéré : La ligne gouvernementale renforce les moyens de sécurité et l’exécution des décisions, sous contrôle de l’État de droit. Transposition ou inférence prudente.	Allemagne|Q27|1|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Allemagne|Q28|1|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Allemagne|Q64|1|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
3	Accord net : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Position directement documentée.	Espagne|Q3|2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q12|2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q54|2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
3	Réserve : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Transposition ou inférence prudente.	Espagne|Q23|-1|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q25|-1|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q60|-1|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
3	Accord net : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Transposition ou inférence prudente.	Espagne|Q24|2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q26|2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q61|2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
3	Accord net : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Position directement documentée.	Espagne|Q32|2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q36|2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q68|2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
3	Désaccord net : Le Conseil fédéral suit une économie sociale de marché relativement libérale, avec discipline budgétaire et protection sociale multipiliers. Transposition ou inférence prudente.	Suisse|Q5|-2|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html || Suisse|Q7|-2|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html || Suisse|Q44|-2|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
3	Accord net : La Suisse privilégie l’immigration économique contrôlée, l’intégration et des conditions strictes de séjour durable. Transposition ou inférence prudente.	Suisse|Q23|2|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html || Suisse|Q25|2|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html || Suisse|Q61|2|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
3	Accord net : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Transposition ou inférence prudente.	Finlande|Q21|2|https://valtioneuvosto.fi/en/governments/government-programme || Finlande|Q25|2|https://valtioneuvosto.fi/en/governments/government-programme || Finlande|Q60|2|https://valtioneuvosto.fi/en/governments/government-programme
3	Accord fort : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Position directement documentée.	Finlande|Q24|3|https://valtioneuvosto.fi/en/governments/government-programme || Finlande|Q57|3|https://valtioneuvosto.fi/en/governments/government-programme || Finlande|Q58|3|https://valtioneuvosto.fi/en/governments/government-programme
3	Position de compromis : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Transposition ou inférence prudente.	Finlande|Q33|0|https://valtioneuvosto.fi/en/governments/government-programme || Finlande|Q36|0|https://valtioneuvosto.fi/en/governments/government-programme || Finlande|Q37|0|https://valtioneuvosto.fi/en/governments/government-programme
3	Réserve : Le système parlementaire finlandais maintient des contre-pouvoirs forts et une culture de coalition. Comparabilité limitée ou position peu explicite.	Finlande|Q74|-1|https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland || Finlande|Q75|-1|https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland || Finlande|Q76|-1|https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland
3	Réserve : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Transposition ou inférence prudente.	Royaume-Uni|Q2|-1|https://www.gov.uk/government/publications/plan-for-change || Royaume-Uni|Q13|-1|https://www.gov.uk/government/publications/plan-for-change || Royaume-Uni|Q55|-1|https://www.gov.uk/government/publications/plan-for-change
3	Accord modéré : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Transposition ou inférence prudente.	Royaume-Uni|Q25|1|https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain || Royaume-Uni|Q26|1|https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain || Royaume-Uni|Q60|1|https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain
3	Accord net : Les missions gouvernementales mettent l’accent sur la sécurité des rues, la prévention et l’efficacité de la police. Position directement documentée.	Royaume-Uni|Q28|2|https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain || Royaume-Uni|Q29|2|https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain || Royaume-Uni|Q63|2|https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain
3	Accord modéré : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Comparabilité limitée ou position peu explicite.	Royaume-Uni|Q44|1|https://www.gov.uk/government/publications/plan-for-change || Royaume-Uni|Q45|1|https://www.gov.uk/government/publications/plan-for-change || Royaume-Uni|Q50|1|https://www.gov.uk/government/publications/plan-for-change
3	Accord modéré : Le programme combine baisse de l’impôt sur les sociétés et de certains impôts supérieurs, soutien aux entreprises, plein emploi et renforcement de prestations universelles. Transposition ou inférence prudente.	Danemark|Q6|1|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q8|1|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q12|1|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf
3	Accord fort : Le gouvernement maintient une politique migratoire ferme, l’intégration et les retours, tout en respectant les conventions internationales et l’aide au développement. Position directement documentée.	Danemark|Q24|3|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q58|3|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q78|3|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf
3	Accord net : La ligne associe sécurité renforcée, État de droit, prévention et protection de la cohésion sociale. Transposition ou inférence prudente.	Danemark|Q28|2|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q29|2|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q63|2|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf
3	Accord net : codage fondé sur les documents officiels retenus pour le thème « Économie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	Pays-Bas|Q6|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pays-Bas|Q8|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q8|2|https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan
3	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	Pays-Bas|Q19|1|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q14|1|https://www.gov.pl/web/primeminister/expose || Pologne|Q17|1|https://www.gov.pl/web/primeminister/expose
3	Accord net : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q21|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pays-Bas|Q23|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q23|2|https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security
3	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q24|3|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q20|3|https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security || Pologne|Q24|3|https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security
3	Accord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q36|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pays-Bas|Q67|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pays-Bas|Q68|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf
3	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Immigration / assimilation ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q58|3|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pays-Bas|Q78|3|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q78|3|https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security
2	Désaccord fort : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	LFI|Q84|-3|https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf || PCF|Q84|-3|https://www.pcf.fr/feuille_de_route_confnat_pcf
2	Désaccord fort : le vote ou la politique officielle sur le soutien durable à l'Ukraine constitue l'indicateur principal. Niveau de preuve : preuve directe ou politique explicitement documentée.	LFI|Q87|-2|https://www.assemblee-nationale.fr/dyn/17/scrutins/988 || PCF|Q87|-2|https://www.assemblee-nationale.fr/dyn/17/scrutins/988
2	Désaccord fort : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	LFI|Q88|-3|https://lafranceinsoumise.fr/2019/02/05/question-ecrite-sur-la-dissuasion-nucleaire-dans-le-traite-daix-la-chapelle/ || Reconquête|Q88|-3|https://www.parti-reconquete.fr/
2	Accord net : le modèle de prestations familiales et la ligne programmatique permettent d'estimer la préférence pour l'universalité ou le ciblage. Niveau de preuve : estimation prudente à partir de la ligne générale.	LFI|Q91|2|https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf || MoDem|Q91|2|https://www.mouvementdemocrate.fr/
2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur social / société.	PCF|Q19|0|https://www.pcf.fr/immigration_est_un_enjeu_de_classe || Nouvelle Énergie|Q14|0|https://www.unenouvelleenergie.fr/notre-programme/
2	Désaccord fort : codage cohérent avec la ligne programmatique générale du parti sur immigration / assimilation.	PCF|Q57|-3|https://www.pcf.fr/immigration_est_un_enjeu_de_classe || Reconquête|Q59|-3|https://www.parti-reconquete.fr/
2	Accord net : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.	PCF|Q86|2|https://www.pcf.fr/feuille_de_route_confnat_pcf || PS|Q5|2|https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
2	Accord net : le modèle de prestations familiales et la ligne programmatique permettent d'estimer la préférence pour l'universalité ou le ciblage. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	PCF|Q91|2|https://www.pcf.fr/feuille_de_route_confnat_pcf || Suisse|Q91|2|https://www.bsv.admin.ch/bsv/fr/home/assurances-sociales/famz.html
2	Désaccord net : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : estimation prudente à partir de la ligne générale.	Les Écologistes|Q84|-2|https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf || PS|Q84|-2|https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/
2	Accord fort : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : preuve directe ou politique explicitement documentée.	Les Écologistes|Q86|3|https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf || Espagne|Q86|3|https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/vivienda-agenda-urbana/paginas/2025/070425-rodriguez-alquiler-turistico.aspx
2	Accord modéré : le vote ou la politique publique sur l'âge d'accès aux réseaux sociaux permet de distinguer interdiction stricte, autorisation parentale et régulation plus souple. Niveau de preuve : preuve directe ou politique explicitement documentée.	Les Écologistes|Q92|1|https://www.assemblee-nationale.fr/dyn/17/scrutins/8431 || PS|Q92|1|https://www.assemblee-nationale.fr/dyn/17/scrutins/8431
2	Accord fort : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : preuve directe ou politique explicitement documentée.	PS|Q88|3|https://parti-socialiste.fr/communiques-de-presse/dissuasion-nucleaire-francaise-le-ps-salue-une-ambition-europeenne-desormais-a-demontrer/ || Renaissance|Q88|3|https://ensemble-2024.fr/notre-projet
2	Désaccord net : le programme de santé retenu permet d'estimer la place accordée à l'assurance publique et aux complémentaires. Niveau de preuve : preuve directe ou politique explicitement documentée.	Renaissance|Q82|-2|https://ensemble-2024.fr/notre-projet || Allemagne|Q82|-2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur économie.	MoDem|Q3|0|https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video || MoDem|Q5|0|https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video
2	Réserve : codage cohérent avec la ligne programmatique générale du parti sur économie.	MoDem|Q7|-1|https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video || Horizons|Q7|-1|https://horizonsleparti.fr/le-manifeste/
2	Accord modéré : codage cohérent avec la ligne programmatique générale du parti sur immigration.	MoDem|Q26|1|https://www.mouvementdemocrate.fr/ || Horizons|Q23|1|https://horizonsleparti.fr/le-manifeste/
2	Accord net : codage cohérent avec la ligne programmatique générale du parti sur europe.	MoDem|Q41|2|https://www.mouvementdemocrate.fr/ || Horizons|Q41|2|https://horizonsleparti.fr/le-manifeste/
2	Accord net : codage cohérent avec la ligne programmatique générale du parti sur état / entreprises.	MoDem|Q53|2|https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video || RN|Q53|2|https://rassemblementnational.fr/documents/202406-programme.pdf
2	Accord net : codage cohérent avec la ligne programmatique générale du parti sur immigration / assimilation.	MoDem|Q59|2|https://www.mouvementdemocrate.fr/ || Horizons|Q60|2|https://horizonsleparti.fr/le-manifeste/
2	Accord modéré : codage cohérent avec la ligne programmatique générale du parti sur institutions.	MoDem|Q74|1|https://www.mouvementdemocrate.fr/actualites/marc-fesneau-un-chemin-vers-un-cap-collectif-et-vers-jose-le-mot-une-esperance-video || Reconquête|Q77|1|https://www.parti-reconquete.fr/
2	Accord modéré : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : estimation prudente à partir de la ligne générale.	MoDem|Q84|1|https://www.mouvementdemocrate.fr/ || RN|Q84|1|https://rassemblementnational.fr/documents/202406-programme.pdf
2	Accord fort : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	MoDem|Q88|3|https://www.mouvementdemocrate.fr/ || Horizons|Q88|3|https://horizonsleparti.fr/le-manifeste/
2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur état.	Horizons|Q10|0|https://horizonsleparti.fr/le-manifeste/ || Horizons|Q12|0|https://horizonsleparti.fr/le-manifeste/
2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur travail / chômage.	Horizons|Q46|2|https://horizonsleparti.fr/le-manifeste/ || Reconquête|Q46|2|https://www.parti-reconquete.fr/
2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur protection sociale.	Horizons|Q51|2|https://horizonsleparti.fr/le-manifeste/ || Reconquête|Q51|2|https://www.parti-reconquete.fr/
2	Position neutre, partagée ou non arrêtée : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : estimation prudente à partir de la ligne générale.	Horizons|Q85|0|https://horizonsleparti.fr/le-manifeste/ || Royaume-Uni|Q85|0|https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain
2	Position neutre, partagée ou non arrêtée : le vote, la loi ou la position gouvernementale sur l'aide à mourir fournit un équivalent direct ou très proche. Niveau de preuve : preuve directe ou politique explicitement documentée.	Horizons|Q89|0|https://www.assemblee-nationale.fr/dyn/17/scrutins/2107 || Royaume-Uni|Q89|0|https://www.gov.uk/government/collections/terminally-ill-adults-end-of-life-bill
2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur écologie.	LR|Q36|0|https://republicains.fr/nos-idees/ || Nouvelle Énergie|Q36|0|https://www.unenouvelleenergie.fr/notre-programme/
2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur état / entreprises.	LR|Q53|0|https://republicains.fr/nos-idees/ || Reconquête|Q53|0|https://www.parti-reconquete.fr/
2	Réserve : le document retenu permet d'arbitrer entre maintien de la proximité hospitalière et concentration des moyens. Niveau de preuve : estimation prudente à partir de la ligne générale.	LR|Q83|-1|https://republicains.fr/nos-idees/ || Reconquête|Q83|-1|https://www.parti-reconquete.fr/
2	Accord fort : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : preuve directe ou politique explicitement documentée.	Nouvelle Énergie|Q84|3|https://www.unenouvelleenergie.fr/notre-programme/education/ || Royaume-Uni|Q84|3|https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain
2	Désaccord net : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : estimation prudente à partir de la ligne générale.	Nouvelle Énergie|Q86|-2|https://www.unenouvelleenergie.fr/notre-programme/ || Reconquête|Q86|-2|https://www.parti-reconquete.fr/
2	Accord fort : le modèle de prestations familiales et la ligne programmatique permettent d'estimer la préférence pour l'universalité ou le ciblage. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	Nouvelle Énergie|Q91|2|https://www.unenouvelleenergie.fr/notre-programme/ || Reconquête|Q91|2|https://www.parti-reconquete.fr/
2	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Économie ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.	UDR|Q5|-2|https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912 || UDR|Q7|-2|https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912
2	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Europe ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	UDR|Q38|-2|https://www.udr.fr/ || UDR|Q41|-2|https://www.udr.fr/
2	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Europe ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	UDR|Q40|1|https://www.udr.fr/ || Pologne|Q41|1|https://www.gov.pl/web/primeminister/poland-doubles-down-on-alliances-as-pm-tusk-returns-from-epc-summit
2	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Fiscalité / patrimoine ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	UDR|Q45|-2|https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912 || Pologne|Q44|-2|https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan
