severity	reason	entityType	entity	qid	theme	question	response	confidence	justification	source
high	extreme_score_generic_justification	party	Reconquête	27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur sécurité / justice.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	29	Sécurité / justice	La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines libertés individuelles.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-reconquete.fr/
medium	neutral_score_generic_justification	party	Reconquête	32	Écologie	La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme.	0	2	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	34	Economie	Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire le coût du travail, même si cela augmente le prix des biens et services consommés	0	1	Reconquête défend une baisse du coût du travail et des prélèvements, mais aucune proposition suffisamment précise de transfert vers la TVA n’a été retrouvée. Score neutre par prudence.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	35	Écologie	Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	35	Écologie	Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	39	Europe	La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur europe.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	42	Europe	En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur europe.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	-3	2	Désaccord fort : codage cohérent avec la ligne programmatique générale du parti sur fiscalité / patrimoine.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	47	Outre-mer / vie chère	L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner durablement leur transport ou leur prix avec l’argent public national.	0	1	Aucune position suffisamment précise de Reconquête n’a été identifiée sur une compensation nationale durable des surcoûts de fret ou de prix ultramarins ; position laissée neutre.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	48	Travail / chômage	Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou travailleurs en contrats précaires.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	48	Travail / chômage	Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou travailleurs en contrats précaires.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
medium	neutral_score_generic_justification	party	Reconquête	53	État / entreprises	Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations de ses dirigeants tant que l'aide n'est pas remboursée.	0	2	Position équilibrée ou non tranchée : codage cohérent avec la ligne programmatique générale du parti sur état / entreprises.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
medium	neutral_score_generic_justification	party	Reconquête	54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	0	1	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	55	État / entreprises	Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales deviennent moins strictes.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	57	Immigration / assimilation	L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur immigration / assimilation.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	58	Immigration / assimilation	La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	58	Immigration / assimilation	La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	59	Immigration / assimilation	Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste pas particulièrement d'attachement à la France.	-3	2	Désaccord fort : codage cohérent avec la ligne programmatique générale du parti sur immigration / assimilation.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	60	Immigration / assimilation	La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas s'intégrer culturellement à la société française.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur immigration / assimilation.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	63	Libertés / sécurité	Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même sans preuve suffisante pour engager des poursuites pénales.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	64	Libertés / expression	Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être protégée par la liberté d'expression.	3	1	Accord fort : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	64	Libertés / expression	Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être protégée par la liberté d'expression.	3	1	Accord fort : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	64	Libertés / expression	Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être protégée par la liberté d'expression.	3	1	Accord fort : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	68	Écologie	La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules.	-3	2	Désaccord fort : codage cohérent avec la ligne programmatique générale du parti sur écologie.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	69	Écologie	Il faut privilégier le nucléaire même si cela conduit à réduire certains investissements dans les renouvelables.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur écologie.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	72	Institutions	Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées d'experts plutôt qu'aux responsables politiques élus.	-1	1	Réserve : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	73	Institutions	Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de la population.	1	1	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	74	Institutions	Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques.	3	2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur institutions.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	76	Institutions	Le président de la République devrait disposer de davantage de pouvoirs pour pouvoir mettre en œuvre un programme pendant cinq ans sans être constamment bloqué par le Parlement.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	76	Institutions	Le président de la République devrait disposer de davantage de pouvoirs pour pouvoir mettre en œuvre un programme pendant cinq ans sans être constamment bloqué par le Parlement.	2	1	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	78	Immigration / assimilation	Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les règles et usages du pays et participer à la vie collective.	3	2	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	79	Immigration / délinquance	Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes concernées.	-3	2	Désaccord fort : codage cohérent avec la ligne programmatique générale du parti sur immigration / délinquance.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	81	Santé / accès aux soins	Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les zones déjà bien dotées afin d'encourager leur installation dans les déserts médicaux.	-2	1	Désaccord net : le scrutin sur la régulation du conventionnement médical fournit la position parlementaire la plus proche ; pour les formations non représentées, le codage est déduit de leur ligne sur la liberté d'installation. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	81	Santé / accès aux soins	Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les zones déjà bien dotées afin d'encourager leur installation dans les déserts médicaux.	-2	1	Désaccord net : le scrutin sur la régulation du conventionnement médical fournit la position parlementaire la plus proche ; pour les formations non représentées, le codage est déduit de leur ligne sur la liberté d'installation. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	82	Santé / assurance maladie	L'Assurance maladie devrait rembourser intégralement les soins essentiels, quitte à réduire fortement le rôle des complémentaires santé.	-2	1	Désaccord net : le programme de santé retenu permet d'estimer la place accordée à l'assurance publique et aux complémentaires. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	82	Santé / assurance maladie	L'Assurance maladie devrait rembourser intégralement les soins essentiels, quitte à réduire fortement le rôle des complémentaires santé.	-2	1	Désaccord net : le programme de santé retenu permet d'estimer la place accordée à l'assurance publique et aux complémentaires. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	83	Santé / hôpital	Il faut accepter de fermer ou regrouper certaines petites maternités et certains services d'urgence afin de concentrer les équipes et les équipements dans des établissements plus importants.	-1	1	Réserve : le document retenu permet d'arbitrer entre maintien de la proximité hospitalière et concentration des moyens. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	2	1	Accord net : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	2	1	Accord net : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	-2	1	Désaccord net : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	-2	1	Désaccord net : la position est estimée à partir des propositions sur l'enseignement privé, son financement et la mixité sociale. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	-2	1	Désaccord net : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	-2	1	Désaccord net : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	87	Défense / Ukraine	La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre se prolonge.	-1	1	Réserve : le vote ou la politique officielle sur le soutien durable à l'Ukraine constitue l'indicateur principal. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	88	Défense / dissuasion nucléaire	La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer.	-3	2	Désaccord fort : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://www.parti-reconquete.fr/
high	extreme_score_generic_justification	party	Reconquête	89	Santé / fin de vie	Une personne majeure atteinte d'une maladie grave et incurable provoquant des souffrances insupportables devrait pouvoir recevoir une aide médicale à mourir dans un cadre strictement contrôlé.	-3	2	Désaccord fort : le vote, la loi ou la position gouvernementale sur l'aide à mourir fournit un équivalent direct ou très proche. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	-2	1	Désaccord net : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
high	strong_score_low_confidence	party	Reconquête	90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	-2	1	Désaccord net : le programme social et sanitaire permet d'estimer la place laissée aux opérateurs lucratifs dans la dépendance. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
medium	low_confidence	party	Reconquête	92	Numérique / mineurs	L'accès aux réseaux sociaux devrait être interdit aux moins de 15 ans, même avec l'accord de leurs parents.	0	1	Position neutre, partagée ou non arrêtée : le vote ou la politique publique sur l'âge d'accès aux réseaux sociaux permet de distinguer interdiction stricte, autorisation parentale et régulation plus souple. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
medium	neutral_score_generic_justification	party	Reconquête	92	Numérique / mineurs	L'accès aux réseaux sociaux devrait être interdit aux moins de 15 ans, même avec l'accord de leurs parents.	0	1	Position neutre, partagée ou non arrêtée : le vote ou la politique publique sur l'âge d'accès aux réseaux sociaux permet de distinguer interdiction stricte, autorisation parentale et régulation plus souple. Niveau de preuve : estimation prudente à partir de la ligne générale.	https://www.parti-reconquete.fr/
medium	low_confidence	government	Allemagne	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-1	1	Réserve : La coalition est socialement modérée : protection des libertés et lutte contre les discriminations, avec une place maintenue pour les traditions. Comparabilité limitée ou position peu explicite.	https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
medium	low_confidence	government	Allemagne	34	Economie	Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire le coût du travail, même si cela augmente le prix des biens et services consommés	1	1	Le gouvernement Merz veut réduire à terme le poids des cotisations sociales et alléger le travail, mais aucune bascule explicite vers une hausse de TVA n’est établie. Tendance +1, confiance 1.	https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
medium	neutral_score_generic_justification	government	Allemagne	36	Écologie	Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent.	0	2	Position de compromis : La transition climatique est poursuivie avec une priorité donnée au coût, à la compétitivité et aux mécanismes de marché. Transposition ou inférence prudente.	https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
medium	low_confidence	government	Allemagne	44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	-1	1	Réserve : L’accord CDU/CSU–SPD combine compétitivité, allègement administratif, investissement public et maintien de l’État social. Comparabilité limitée ou position peu explicite.	https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
medium	low_confidence	government	Allemagne	45	Fiscalité / patrimoine	Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France.	-1	1	Réserve : L’accord CDU/CSU–SPD combine compétitivité, allègement administratif, investissement public et maintien de l’État social. Comparabilité limitée ou position peu explicite.	https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
medium	low_confidence	government	Allemagne	75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-1	1	Réserve : Le système parlementaire et fédéral allemand privilégie les coalitions, les contre-pouvoirs et l’expertise. Comparabilité limitée ou position peu explicite.	https://www.bundesregierung.de/breg-en/federal-cabinet
medium	low_confidence	government	Allemagne	76	Institutions	Le président de la République devrait disposer de davantage de pouvoirs pour pouvoir mettre en œuvre un programme pendant cinq ans sans être constamment bloqué par le Parlement.	-1	1	Réserve : Le système parlementaire et fédéral allemand privilégie les coalitions, les contre-pouvoirs et l’expertise. Comparabilité limitée ou position peu explicite.	https://www.bundesregierung.de/breg-en/federal-cabinet
medium	low_confidence	government	Allemagne	79	Immigration / délinquance	Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes concernées.	1	1	Accord modéré : Le gouvernement veut réduire l’immigration irrégulière tout en facilitant l’immigration qualifiée et l’intégration. Comparabilité limitée ou position peu explicite.	https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
high	extreme_score_generic_justification	government	Allemagne	81	Santé / accès aux soins	Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les zones déjà bien dotées afin d'encourager leur installation dans les déserts médicaux.	3	3	Accord fort : le scrutin sur la régulation du conventionnement médical fournit la position parlementaire la plus proche ; pour les formations non représentées, le codage est déduit de leur ligne sur la liberté d'installation. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.bundesgesundheitsministerium.de/fileadmin/Dateien/5_Publikationen/Ministerium/Berichte/Stand_und_Weiterentwicklung_der_gesetzlichen_Regelungen_zu_MVZ.pdf
medium	low_confidence	government	Allemagne	85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	1	1	Accord modéré : les écoles privées reconnues ne doivent pas favoriser une séparation des élèves selon la fortune des parents ; le principe va dans le sens de la mixité, sans constituer un objectif chiffré directement conditionnant le financement public.	https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
high	extreme_score_generic_justification	government	Allemagne	87	Défense / Ukraine	La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre se prolonge.	3	3	Accord fort : le vote ou la politique officielle sur le soutien durable à l'Ukraine constitue l'indicateur principal. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.bundesregierung.de/breg-de/aktuelles/rede-kanzler-deutsch-ukrainisches-wirtschaftsforum-2399660
high	extreme_score_generic_justification	government	Allemagne	91	Famille / prestations	Les allocations familiales devraient être versées à toutes les familles selon le nombre d'enfants, sans diminuer lorsque les revenus augmentent.	3	3	Accord fort : le modèle de prestations familiales et la ligne programmatique permettent d'estimer la préférence pour l'universalité ou le ciblage. Niveau de preuve : preuve directe ou politique explicitement documentée.	https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
medium	low_confidence	government	Espagne	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	0	1	Position de compromis : Le gouvernement est progressiste sur l’égalité, les modes de vie et la lutte contre les discriminations. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
medium	neutral_score_generic_justification	government	Espagne	16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	0	1	Position de compromis : Le gouvernement est progressiste sur l’égalité, les modes de vie et la lutte contre les discriminations. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
medium	low_confidence	government	Espagne	27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	0	1	Position de compromis : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx
medium	neutral_score_generic_justification	government	Espagne	27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	0	1	Position de compromis : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx
medium	neutral_score_generic_justification	government	Espagne	29	Sécurité / justice	La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines libertés individuelles.	0	2	Position de compromis : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Transposition ou inférence prudente.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx
medium	neutral_score_generic_justification	government	Espagne	35	Écologie	Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions.	0	2	Position de compromis : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Transposition ou inférence prudente.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
medium	low_confidence	government	Espagne	45	Fiscalité / patrimoine	Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France.	1	1	Accord modéré : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
medium	low_confidence	government	Espagne	50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	0	1	Position de compromis : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
medium	neutral_score_generic_justification	government	Espagne	50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	0	1	Position de compromis : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
